path,nearest_neighbor_distance_mean,nearest_neighbor_distance_median,nearest_neighbor_distance_min,nearest_neighbor_distance_max,nearest_neighbor_distance_mean_1090percentile,nearest_neighbor_distance_median_1090percentile,nearest_neighbor_distance_min_1090percentile,nearest_neighbor_distance_max_1090percentile,relational_similarity,close_value_ratio_0.1,close_value_ratio_1090percentile_0.1,close_value_ratio_0.2,close_value_ratio_1090percentile_0.2,close_value_ratio_0.3,close_value_ratio_1090percentile_0.3,close_value_ratio_0.4,close_value_ratio_1090percentile_0.4,close_value_ratio_0.5,close_value_ratio_1090percentile_0.5,similarity_ratio,nearest_neighbor_accuracy,gmm_log_likelihood,detection_rate_xgb_mean,detection_rate_xgb_max,detection_rate_xgb_min,all_ml_aia__match_error__WKHP,all_ml_aia__match_error__COW,all_ml_aia__match_error__SCHL,all_ml_aia__match_error__RAC1P,all_ml_aia__match_error__AGEP,all_ml_aia__match_error__MAR,all_ml_aia__match_error__PINCP,all_ml_aia__match_error__SEX,all_ml_aia__range_overlap__WKHP,all_ml_aia__range_overlap__COW,all_ml_aia__range_overlap__SCHL,all_ml_aia__range_overlap__RAC1P,all_ml_aia__range_overlap__AGEP,all_ml_aia__range_overlap__MAR,all_ml_aia__range_overlap__PINCP,all_ml_aia__range_overlap__SEX,all_ml_aia__guess_in_range__WKHP,all_ml_aia__guess_in_range__COW,all_ml_aia__guess_in_range__SCHL,all_ml_aia__guess_in_range__RAC1P,all_ml_aia__guess_in_range__AGEP,all_ml_aia__guess_in_range__MAR,all_ml_aia__guess_in_range__PINCP,all_ml_aia__guess_in_range__SEX,generalization_aia__match_error_generalization__COW,generalization_aia__match_error_generalization__SCHL,generalization_aia__match_error_generalization__RAC1P,generalization_aia__match_error_generalization__AGEP,generalization_aia__match_error_generalization__MAR,generalization_aia__match_error_generalization__SEX
../output/ACSIncome/privacy/Synthetic/ddpm_1_syn.json,0.2948826551437378,0.2982158064842224,0.012161952443420887,0.5249718427658081,0.2968734800815582,0.2982158064842224,0.18150931596755981,0.39025938510894775,0.918918918918919,0.007824255191092387,0.0,0.15392717424014446,0.0673438675696012,0.5129401143544989,0.5161775771256584,0.9366536262413482,1.0,0.9992476677700872,1.0,0.09103219981944026,0.9443458419328108,-24.849723320534387,0.9779317891665147,0.9781141710742295,0.9778405982126573,12.619226168575432,0.616310562744508,0.12774601263918145,0.7762563948239543,15.64965227918025,0.5618417092988264,56193.227514231956,0.5332530845621426,0.37810992860133635,0.0,0.0,0.0,0.4768931119926636,0.0,0.6553006626979768,0.0,0.6123984351489618,0.16582405456918134,0.11405356605476978,0.7763316280469456,0.5603370448390009,0.4139708095094794,0.7419500451399338,0.5,0.616310562744508,0.12774601263918145,0.7762563948239543,0.016551309058080048,0.5618417092988264,0.5332530845621426
../output/ACSIncome/privacy/Synthetic/tvae_2_syn.json,0.2182750552892685,0.207377091050148,0.000307671696646139,0.47463712096214294,0.2156383991241455,0.207377091050148,0.15856748819351196,0.30501073598861694,0.8648648648648649,0.04875112849834487,0.0,0.4799879626843214,0.47498118886380736,0.891664158892567,0.9896538750940557,0.9927776105928378,1.0,1.0,1.0,0.3052964188985856,0.8338845370428263,-15.185870675340603,0.977019879627941,0.9778405982126573,0.9756520153200803,12.890431524704208,0.5448390009027987,0.15648510382184772,0.4118266626542281,12.064384987366475,0.6155582305145952,37880.720934325735,0.6104423713511887,0.46344501943952365,0.0,0.0,0.0,0.5283404545137488,0.0,0.7223661706482865,0.0,0.5892266024676497,0.1636773999398289,0.12473668371953055,0.41190189587721937,0.6775504062594041,0.47961179656936503,0.8642792657237436,0.5,0.5448390009027987,0.15648510382184772,0.4118266626542281,0.027685826060788444,0.6155582305145952,0.6104423713511887
../output/ACSIncome/privacy/Synthetic/tvae_1_syn.json,0.2186298817396164,0.2061234712600708,0.0005594030953943729,0.47214919328689575,0.2160000205039978,0.2061234712600708,0.15855538845062256,0.3040340542793274,0.8648648648648649,0.048450195606379774,0.0,0.486758952753536,0.4834462001504891,0.8913632260006019,0.9892776523702032,0.9921757448089076,1.0,1.0,1.0,0.2992777610592838,0.8371948130050691,-15.156255192184474,0.9787829047358502,0.9811234725515229,0.9768374977202261,13.0841511285553,0.5619921757448089,0.13752633162804695,0.5114354498946735,11.93790460687569,0.6300030093289196,38147.65931367142,0.6075835088775203,0.4575586683752752,0.0,0.0,0.0,0.5325531932712627,0.0,0.7256350742397201,0.0,0.5850135419801384,0.16776005617415587,0.11758952753535962,0.5114354498946735,0.685224195004514,0.49499699067108033,0.8645801986157087,0.5,0.5619921757448089,0.13752633162804695,0.5114354498946735,0.024676497141137527,0.6300030093289196,0.6075835088775203
../output/ACSIncome/privacy/Synthetic/ddpm_2_syn.json,0.2907702624797821,0.2961083650588989,0.03248470649123192,0.5223657488822937,0.2920670211315155,0.2961083650588989,0.18027141690254211,0.38823771476745605,0.8947368421052632,0.008125188083057478,0.0,0.1649112247968703,0.08107599699021821,0.5398736081853747,0.549849510910459,0.9387601564851038,1.0,0.9984953355401746,1.0,0.093439662955161,0.9427283120728088,-24.896009430808995,0.9796036233205666,0.9800291811052344,0.9792996534743753,12.500988367818275,0.6277460126391815,0.1206740896780018,0.7768582606078844,16.121278911766215,0.5710201625037616,58966.35686194678,0.5544688534456816,0.377476184317054,0.0,0.0,0.0,0.4665811266633878,0.0,0.6364341958226216,0.0,0.6200722238940716,0.16764971411377008,0.11405356605476978,0.7769334938308757,0.5392717424014445,0.41487360818537466,0.7300631959073127,0.5,0.6277460126391815,0.1206740896780018,0.7768582606078844,0.018808305747818235,0.5710201625037616,0.5544688534456816
../output/ACSIncome/privacy/Synthetic/ctgan_2_syn.json,0.18467673659324646,0.1795502007007599,0.00027970154769718647,0.44755542278289795,0.18429625034332275,0.1795502007007599,0.10432811826467514,0.24826017022132874,0.9230769230769231,0.09148359915738791,0.0,0.6971110442371351,0.746425884123401,0.9659945832079446,1.0,0.9992476677700872,1.0,1.0,1.0,0.5052663256093891,0.6810274473596962,-18.312839214539622,0.8528178004741931,0.8553711471821995,0.8506292175816159,10.743453119440034,0.4947336743906109,0.2135118868492326,0.7181763466746915,11.689045922138446,0.618266626542281,43920.362386925626,0.6242852843815829,0.5731622329012824,0.0,0.0,0.0,0.6193485374031302,0.0,0.7192127649467126,0.0,0.7002708396027686,0.15681613000302344,0.16566355702678304,0.7143770689136323,0.7013241047246465,0.4679506470057177,0.8498344869094192,0.5,0.4947336743906109,0.2135118868492326,0.7181763466746915,0.031146554318387,0.618266626542281,0.6242852843815829
../output/ACSIncome/privacy/Synthetic/ctgan_4_syn.json,0.18388745188713074,0.17928731441497803,0.003198625287041068,0.4245132803916931,0.18359732627868652,0.17928731441497803,0.1036590039730072,0.24747565388679504,0.9230769230769231,0.09163406560337045,0.0,0.7070418296719831,0.7588412340105343,0.9670478483298225,1.0,0.9989467348781221,1.0,1.0,1.0,0.5136924465844117,0.6769460499651391,-18.37640702358081,0.8577421119824912,0.8599306948750683,0.8563742476746307,10.898778659049697,0.4986458019861571,0.21170628949744208,0.710051158591634,11.687572733307688,0.6187180258802287,43441.92611668851,0.6154077640686128,0.5684522807597425,0.0,0.0,0.0,0.618439948171053,0.0,0.7205724789618488,0.0,0.6844718627746013,0.15506068813322682,0.16340656033704484,0.7062142642190792,0.7005717724947337,0.46866536262413483,0.8561540776406861,0.5,0.4986458019861571,0.21170628949744208,0.710051158591634,0.029040024074631358,0.6187180258802287,0.6154077640686128
../output/ACSIncome/privacy/Synthetic/tvae_0_syn.json,0.2189321666955948,0.2080516815185547,0.0005594030953943729,0.47674402594566345,0.21639281511306763,0.2080516815185547,0.15850454568862915,0.3061424791812897,0.8648648648648649,0.047396930484501956,0.0,0.4747216370749323,0.4683972911963883,0.8891062293108637,0.9864559819413092,0.9921757448089076,1.0,1.0,1.0,0.30680108335841105,0.8340350374503134,-15.154713774349236,0.9769590856587027,0.9790260806128032,0.9753784424585081,14.255907417339193,0.5651519711104424,0.1455010532651219,0.5249774300331026,12.128622439048966,0.6105928377971712,40406.91134849041,0.619620824556124,0.42404518521874773,0.0,0.0,0.0,0.525841151162901,0.0,0.7091440384962372,0.0,0.5349082154679506,0.16441970107334294,0.1226301534757749,0.5248269635871201,0.6829671983147758,0.4747592536864279,0.8511886849232622,0.5,0.5651519711104424,0.1455010532651219,0.5249774300331026,0.02678302738489317,0.6105928377971712,0.619620824556124
../output/ACSIncome/privacy/Synthetic/ddpm_4_syn.json,0.29248902201652527,0.29684391617774963,0.00769265228882432,0.5152976512908936,0.29406020045280457,0.29684391617774963,0.18136167526245117,0.38948947191238403,0.8947368421052632,0.009780318988865482,0.0,0.1613000300932892,0.07656132430398796,0.5334035510081252,0.5417607223476298,0.9357508275654529,1.0,0.9987962684321396,1.0,0.08937706891363226,0.9452110254122732,-24.866866008934437,0.9783877439358015,0.9794820353820901,0.9765639248586541,12.50742548221418,0.6214264219079145,0.11871802588022871,0.7747517303641288,16.427320868897933,0.5603370448390009,55827.39384759437,0.5454408666867289,0.3785206489961258,0.0,0.0,0.0,0.462148517957656,0.0,0.6500289701355961,0.0,0.6266927475173036,0.16726853245061418,0.11405356605476978,0.7747517303641288,0.5320493529942822,0.4254062594041529,0.7452603069515498,0.5,0.6214264219079145,0.11871802588022871,0.7747517303641288,0.019711104423713512,0.5603370448390009,0.5454408666867289
../output/ACSIncome/privacy/Synthetic/ctgan_3_syn.json,0.18400542438030243,0.1793692708015442,0.00013985077384859324,0.43853768706321716,0.18378344178199768,0.1793692708015442,0.10384588688611984,0.2463376671075821,0.8947368421052632,0.091784532049353,0.0,0.7056876316581402,0.7571482317531979,0.9699067108034908,1.0,0.9993981342160698,1.0,1.0,1.0,0.509629852542883,0.6782061802715831,-18.356879272498254,0.8555535290899143,0.8558271019514864,0.8552799562283422,10.73910186400067,0.4944327414986458,0.21005115859163406,0.710051158591634,11.727919643555927,0.6217273547998796,44975.52878336601,0.62293108636774,0.5716078440446083,0.0,0.0,0.0,0.6176700603607972,0.0,0.7124702469083485,0.0,0.6882335239241649,0.1531447487210486,0.1655130905808005,0.7061014143845923,0.7019259705085766,0.47551158591634063,0.8427625639482396,0.5,0.4944327414986458,0.21005115859163406,0.710051158591634,0.031898886548299726,0.6217273547998796,0.62293108636774
../output/ACSIncome/privacy/Synthetic/ddpm_3_syn.json,0.29492083191871643,0.2983103096485138,0.0175767932087183,0.5216209292411804,0.2972152531147003,0.2983103096485138,0.18151171505451202,0.3897734582424164,0.918918918918919,0.011435449894673488,0.0,0.15197111044237135,0.06489841986455983,0.5129401143544989,0.5161775771256584,0.9336442973216973,1.0,0.998645801986157,1.0,0.091784532049353,0.9439508668045753,-24.850263390404198,0.9786005228281355,0.9792996534743753,0.978022980120372,13.229571822350225,0.6015648510382184,0.1301534757749022,0.7675293409569666,15.889974989106847,0.5019560637977731,55971.50961390038,0.5335540174541077,0.37653406051982324,0.0,0.0,0.0,0.4708561781391974,0.0,0.6556682752608424,0.0,0.5938910622931086,0.16266425920354716,0.11420403250075233,0.7673788745109841,0.5479987962684322,0.3398284682515799,0.7518808305747818,0.5,0.6015648510382184,0.1301534757749022,0.7675293409569666,0.018055973517905506,0.5019560637977731,0.5335540174541077
