01001;0100*;010**;01***;0****;*****
01002;0100*;010**;01***;0****;*****
01005;0100*;010**;01***;0****;*****
01013;0101*;010**;01***;0****;*****
01020;0102*;010**;01***;0****;*****
01022;0102*;010**;01***;0****;*****
01027;0102*;010**;01***;0****;*****
01030;0103*;010**;01***;0****;*****
01033;0103*;010**;01***;0****;*****
01035;0103*;010**;01***;0****;*****
01036;0103*;010**;01***;0****;*****
01038;0103*;010**;01***;0****;*****
01040;0104*;010**;01***;0****;*****
01050;0105*;010**;01***;0****;*****
01056;0105*;010**;01***;0****;*****
01060;0106*;010**;01***;0****;*****
01062;0106*;010**;01***;0****;*****
01069;0106*;010**;01***;0****;*****
01075;0107*;010**;01***;0****;*****
01077;0107*;010**;01***;0****;*****
01081;0108*;010**;01***;0****;*****
01082;0108*;010**;01***;0****;*****
01085;0108*;010**;01***;0****;*****
01089;0108*;010**;01***;0****;*****
01092;0109*;010**;01***;0****;*****
01093;0109*;010**;01***;0****;*****
01095;0109*;010**;01***;0****;*****
01104;0110*;011**;01***;0****;*****
01105;0110*;011**;01***;0****;*****
01106;0110*;011**;01***;0****;*****
01107;0110*;011**;01***;0****;*****
01108;0110*;011**;01***;0****;*****
01109;0110*;011**;01***;0****;*****
01118;0111*;011**;01***;0****;*****
01119;0111*;011**;01***;0****;*****
01151;0115*;011**;01***;0****;*****
01201;0120*;012**;01***;0****;*****
01220;0122*;012**;01***;0****;*****
01223;0122*;012**;01***;0****;*****
01225;0122*;012**;01***;0****;*****
01230;0123*;012**;01***;0****;*****
01237;0123*;012**;01***;0****;*****
01238;0123*;012**;01***;0****;*****
01240;0124*;012**;01***;0****;*****
01247;0124*;012**;01***;0****;*****
01253;0125*;012**;01***;0****;*****
01257;0125*;012**;01***;0****;*****
01267;0126*;012**;01***;0****;*****
01301;0130*;013**;01***;0****;*****
01330;0133*;013**;01***;0****;*****
01331;0133*;013**;01***;0****;*****
01337;0133*;013**;01***;0****;*****
01364;0136*;013**;01***;0****;*****
01373;0137*;013**;01***;0****;*****
01376;0137*;013**;01***;0****;*****
01420;0142*;014**;01***;0****;*****
01431;0143*;014**;01***;0****;*****
01432;0143*;014**;01***;0****;*****
01440;0144*;014**;01***;0****;*****
01450;0145*;014**;01***;0****;*****
01451;0145*;014**;01***;0****;*****
01453;0145*;014**;01***;0****;*****
01460;0146*;014**;01***;0****;*****
01462;0146*;014**;01***;0****;*****
01468;0146*;014**;01***;0****;*****
01469;0146*;014**;01***;0****;*****
01473;0147*;014**;01***;0****;*****
01475;0147*;014**;01***;0****;*****
01501;0150*;015**;01***;0****;*****
01507;0150*;015**;01***;0****;*****
01510;0151*;015**;01***;0****;*****
01520;0152*;015**;01***;0****;*****
01524;0152*;015**;01***;0****;*****
01527;0152*;015**;01***;0****;*****
01532;0153*;015**;01***;0****;*****
01535;0153*;015**;01***;0****;*****
01536;0153*;015**;01***;0****;*****
01540;0154*;015**;01***;0****;*****
01545;0154*;015**;01***;0****;*****
01550;0155*;015**;01***;0****;*****
01560;0156*;015**;01***;0****;*****
01562;0156*;015**;01***;0****;*****
01564;0156*;015**;01***;0****;*****
01566;0156*;015**;01***;0****;*****
01568;0156*;015**;01***;0****;*****
01569;0156*;015**;01***;0****;*****
01570;0157*;015**;01***;0****;*****
01571;0157*;015**;01***;0****;*****
01581;0158*;015**;01***;0****;*****
01583;0158*;015**;01***;0****;*****
01588;0158*;015**;01***;0****;*****
01602;0160*;016**;01***;0****;*****
01603;0160*;016**;01***;0****;*****
01604;0160*;016**;01***;0****;*****
01605;0160*;016**;01***;0****;*****
01606;0160*;016**;01***;0****;*****
01607;0160*;016**;01***;0****;*****
01609;0160*;016**;01***;0****;*****
01610;0161*;016**;01***;0****;*****
01612;0161*;016**;01***;0****;*****
01701;0170*;017**;01***;0****;*****
01702;0170*;017**;01***;0****;*****
01720;0172*;017**;01***;0****;*****
01721;0172*;017**;01***;0****;*****
01730;0173*;017**;01***;0****;*****
01740;0174*;017**;01***;0****;*****
01741;0174*;017**;01***;0****;*****
01742;0174*;017**;01***;0****;*****
01746;0174*;017**;01***;0****;*****
01748;0174*;017**;01***;0****;*****
01749;0174*;017**;01***;0****;*****
01752;0175*;017**;01***;0****;*****
01754;0175*;017**;01***;0****;*****
01757;0175*;017**;01***;0****;*****
01760;0176*;017**;01***;0****;*****
01772;0177*;017**;01***;0****;*****
01775;0177*;017**;01***;0****;*****
01776;0177*;017**;01***;0****;*****
01778;0177*;017**;01***;0****;*****
01801;0180*;018**;01***;0****;*****
01803;0180*;018**;01***;0****;*****
01810;0181*;018**;01***;0****;*****
01821;0182*;018**;01***;0****;*****
01824;0182*;018**;01***;0****;*****
01826;0182*;018**;01***;0****;*****
01827;0182*;018**;01***;0****;*****
01832;0183*;018**;01***;0****;*****
01833;0183*;018**;01***;0****;*****
01835;0183*;018**;01***;0****;*****
01841;0184*;018**;01***;0****;*****
01843;0184*;018**;01***;0****;*****
01844;0184*;018**;01***;0****;*****
01845;0184*;018**;01***;0****;*****
01850;0185*;018**;01***;0****;*****
01851;0185*;018**;01***;0****;*****
01852;0185*;018**;01***;0****;*****
01854;0185*;018**;01***;0****;*****
01862;0186*;018**;01***;0****;*****
01864;0186*;018**;01***;0****;*****
01867;0186*;018**;01***;0****;*****
01876;0187*;018**;01***;0****;*****
01880;0188*;018**;01***;0****;*****
01886;0188*;018**;01***;0****;*****
01887;0188*;018**;01***;0****;*****
01890;0189*;018**;01***;0****;*****
01902;0190*;019**;01***;0****;*****
01904;0190*;019**;01***;0****;*****
01905;0190*;019**;01***;0****;*****
01906;0190*;019**;01***;0****;*****
01907;0190*;019**;01***;0****;*****
01908;0190*;019**;01***;0****;*****
01913;0191*;019**;01***;0****;*****
01915;0191*;019**;01***;0****;*****
01923;0192*;019**;01***;0****;*****
01929;0192*;019**;01***;0****;*****
01930;0193*;019**;01***;0****;*****
01938;0193*;019**;01***;0****;*****
01940;0194*;019**;01***;0****;*****
01945;0194*;019**;01***;0****;*****
01949;0194*;019**;01***;0****;*****
01950;0195*;019**;01***;0****;*****
01951;0195*;019**;01***;0****;*****
01952;0195*;019**;01***;0****;*****
01960;0196*;019**;01***;0****;*****
01966;0196*;019**;01***;0****;*****
01970;0197*;019**;01***;0****;*****
01983;0198*;019**;01***;0****;*****
01984;0198*;019**;01***;0****;*****
01985;0198*;019**;01***;0****;*****
02019;0201*;020**;02***;0****;*****
02021;0202*;020**;02***;0****;*****
02025;0202*;020**;02***;0****;*****
02026;0202*;020**;02***;0****;*****
02030;0203*;020**;02***;0****;*****
02032;0203*;020**;02***;0****;*****
02038;0203*;020**;02***;0****;*****
02043;0204*;020**;02***;0****;*****
02045;0204*;020**;02***;0****;*****
02048;0204*;020**;02***;0****;*****
02050;0205*;020**;02***;0****;*****
02052;0205*;020**;02***;0****;*****
02053;0205*;020**;02***;0****;*****
02056;0205*;020**;02***;0****;*****
02061;0206*;020**;02***;0****;*****
02062;0206*;020**;02***;0****;*****
02066;0206*;020**;02***;0****;*****
02067;0206*;020**;02***;0****;*****
02072;0207*;020**;02***;0****;*****
02081;0208*;020**;02***;0****;*****
02090;0209*;020**;02***;0****;*****
02093;0209*;020**;02***;0****;*****
02111;0211*;021**;02***;0****;*****
02113;0211*;021**;02***;0****;*****
02115;0211*;021**;02***;0****;*****
02116;0211*;021**;02***;0****;*****
02118;0211*;021**;02***;0****;*****
02119;0211*;021**;02***;0****;*****
02120;0212*;021**;02***;0****;*****
02121;0212*;021**;02***;0****;*****
02122;0212*;021**;02***;0****;*****
02124;0212*;021**;02***;0****;*****
02125;0212*;021**;02***;0****;*****
02126;0212*;021**;02***;0****;*****
02127;0212*;021**;02***;0****;*****
02128;0212*;021**;02***;0****;*****
02129;0212*;021**;02***;0****;*****
02130;0213*;021**;02***;0****;*****
02131;0213*;021**;02***;0****;*****
02132;0213*;021**;02***;0****;*****
02134;0213*;021**;02***;0****;*****
02135;0213*;021**;02***;0****;*****
02136;0213*;021**;02***;0****;*****
02138;0213*;021**;02***;0****;*****
02139;0213*;021**;02***;0****;*****
02140;0214*;021**;02***;0****;*****
02141;0214*;021**;02***;0****;*****
02143;0214*;021**;02***;0****;*****
02144;0214*;021**;02***;0****;*****
02145;0214*;021**;02***;0****;*****
02148;0214*;021**;02***;0****;*****
02149;0214*;021**;02***;0****;*****
02150;0215*;021**;02***;0****;*****
02151;0215*;021**;02***;0****;*****
02152;0215*;021**;02***;0****;*****
02155;0215*;021**;02***;0****;*****
02169;0216*;021**;02***;0****;*****
02170;0217*;021**;02***;0****;*****
02171;0217*;021**;02***;0****;*****
02176;0217*;021**;02***;0****;*****
02180;0218*;021**;02***;0****;*****
02184;0218*;021**;02***;0****;*****
02186;0218*;021**;02***;0****;*****
02188;0218*;021**;02***;0****;*****
02189;0218*;021**;02***;0****;*****
02190;0219*;021**;02***;0****;*****
02191;0219*;021**;02***;0****;*****
02215;0221*;022**;02***;0****;*****
02301;0230*;023**;02***;0****;*****
02302;0230*;023**;02***;0****;*****
02322;0232*;023**;02***;0****;*****
02324;0232*;023**;02***;0****;*****
02330;0233*;023**;02***;0****;*****
02332;0233*;023**;02***;0****;*****
02333;0233*;023**;02***;0****;*****
02339;0233*;023**;02***;0****;*****
02341;0234*;023**;02***;0****;*****
02343;0234*;023**;02***;0****;*****
02346;0234*;023**;02***;0****;*****
02347;0234*;023**;02***;0****;*****
02351;0235*;023**;02***;0****;*****
02359;0235*;023**;02***;0****;*****
02360;0236*;023**;02***;0****;*****
02364;0236*;023**;02***;0****;*****
02368;0236*;023**;02***;0****;*****
02370;0237*;023**;02***;0****;*****
02375;0237*;023**;02***;0****;*****
02382;0238*;023**;02***;0****;*****
02420;0242*;024**;02***;0****;*****
02421;0242*;024**;02***;0****;*****
02445;0244*;024**;02***;0****;*****
02446;0244*;024**;02***;0****;*****
02451;0245*;024**;02***;0****;*****
02452;0245*;024**;02***;0****;*****
02453;0245*;024**;02***;0****;*****
